"id","place_name","state","city","city_tag","phone","category","description","image_url","reviews_count","rating","lat","lng"
198,PANTAI KUANG WAI,Nusa Tenggara Bar.,Kabupaten Lombok Timur,lombok,+62 871-9448-84370,Pantai,"Pantai Kuang Wai adalah tempat yang sempurna untuk bersantai, menikmati keindahan alam, dan melupakan sejenak kesibukan sehari-hari. Dari snorkeling di air yang jernih hingga bersantai di tepi pantai, ada banyak aktivitas yang bisa Anda nikmati di sini.",https://storage.googleapis.com/travelease-bucket/lombok/pantai_kuang_wai.jpg,39,4.3,-8.7655224,"116.5219186"
199,Bayview Beach Resort East Lombok,Nusa Tenggara Bar.,Kabupaten Lombok Timur,lombok,+62 818-0306-3888,Hotel,Bayview Beach Resort East Lombok is a tropical paradise nestled on the beautiful island of Lombok. The resort was created by a group of passionate individuals who share a love for travel and adventure. ,https://storage.googleapis.com/travelease-bucket/lombok/bayview_beach_resort_east_lombok.jpg,64,4.6,-8.4487866,"116.6993258"
200,Pantai Lian,Nusa Tenggara Bar.,Kabupaten Lombok Timur,lombok,-,Pantai,Pantai berpasir abu-abu dengan pemandangan feri dan perahu kecil di pelabuhan Labuhan Lombok.,https://storage.googleapis.com/travelease-bucket/lombok/pantai_lian.jpg,2,2.0,-8.474512,"116.6750577"
201,Pantai Kaliantan,Nusa Tenggara Bar.,-,lombok,-,Pantai,"Pantai terpencil dan indah ini menawarkan berenang, berjemur, menyelam, selancar layang & banyak lagi.",https://storage.googleapis.com/travelease-bucket/lombok/pantai_kaliantan.jpg,98,4.5,-8.913744,"116.4874325"
202,Pantai Kuta Mandalika,Nusa Tenggara Bar.,Kabupaten Lombok Tengah,lombok,-,Pantai,"Pantai ini merupakan tempat yang ideal untuk bermain pasir dan air, dengan ombak yang tidak terlalu besar. Salah satu kegiatan yang tidak boleh dilewatkan di Pantai Kuta Mandalika adalah berfoto-foto. Keindahan alam sekitarnya akan menjadi latar belakang yang sempurna untuk mengabadikan momen berharga Anda selama liburan.",https://storage.googleapis.com/travelease-bucket/lombok/pantai_kuta_mandalika.jpg,203,4.5,-8.8953205,"116.2830603"
203,Ekas Beach Residence,Nusa Tenggara Bar.,Kuwang Rundung,lombok,+62 822-3705-9127,Guesthouse,"Ekas Beach Guesthouse adalah destinasi sempurna untuk Anda yang ingin menikmati keindahan pantai di Lombok, Indonesia. Terletak di lokasi yang strategis, penginapan ini menawarkan kenyamanan dan fasilitas yang memukau. Dengan jumlah kamar sebanyak 6, Ekas Beach Guesthouse menjamin privasi dan ketenangan bagi para tamu.",https://storage.googleapis.com/travelease-bucket/lombok/ekas_beach_residence.jpg,19,4.4,-8.898961,"116.449033"
204,Pantai Gili lampu,Nusa Tenggara Bar.,Kabupaten Lombok Timur,lombok,-,Pantai,"Gili ini memiliki alam yang sangat indah dan pantai yang masih perawan. Pantainya dihiasi dengan hamparan pasir putih dan air laut yang biru jernih. Selain itu, pulau ini juga dipenuhi dengan gugusan terumbu karang yang menambah kecantikan pantainya. Selain itu, mercusuar peninggalan Jepangnya pun banyak menarik minat wisatawan.",https://storage.googleapis.com/travelease-bucket/lombok/pantai_gili_lampu.jpg,97,4.2,-8.4146496,"116.7102705"
205,Pantai Penyisok,Nusa Tenggara Bar.,Kabupaten Lombok Timur,lombok,-,Pantai,"Pantai Penyisok menawarkan pemandangan alam yang luar biasa cantik, hingga disebut sebagai salah satu surga bahari di Lombok Timur. Di pantai ini terdapat air laut berwarna biru kehijauan yang sangat jernih dengan dikelilingi sabana hijau.",https://storage.googleapis.com/travelease-bucket/lombok/pantai_penyisok.jpg,177,4.5,-8.8996192,"116.5405961"
206,Pantai Kondo,West Nusa Tenggara,East Lombok Regency,lombok,-,Pantai,"Pantai Kondo memiliki hamparan pasir putih yang lembut, menciptakan kontras yang menakjubkan dengan air laut yang biru jernih. Pasir yang bersih dan halus ini memberikan kenyamanan bagi para pengunjung yang ingin berjalan-jalan, bermain pasir, atau sekadar berjemur di tepi pantai.",https://storage.googleapis.com/travelease-bucket/lombok/pantai_kondo.jpg,125,4.6,-8.4278504,"116.7091923"
207,Kondo villa hotel & Restaurant,West Nusa Tenggara,East Lombok Regency,lombok,+62 852-3946-9504,Hotel,"Terletak di Lombok, Kondo Villa menawarkan akomodasi dengan akses mudah ke berbagai tempat terbaik di Lombok. Properti dilengkapi dengan restoran, WiFi, dan parkir. Kamar ini memiliki AC, kulkas, dan pembuat kopi & teh. Kamar mandi dalam hadir dengan shower, bathtub, dan peralatan mandi gratis.",https://storage.googleapis.com/travelease-bucket/lombok/kondo_villa_hotel_&_restaurant.jpg,19,4.4,-8.4168311,"116.7089944"
208,Pantai Lancing,Nusa Tenggara Bar.,Kabupaten Lombok Timur,lombok,-,Pantai,"Pantai Lancing memiliki bibir pantai yang lumayan luas, dengan air yang tenang, dan tidak ramai, pantai ini cocok bagi anda yang sekedar ingin menghabiskan waktu, bersantai di pantai. Tenang, damai, hanya terdengar deburan ombak yang membuat anda merasa relax.",https://storage.googleapis.com/travelease-bucket/lombok/pantai_lancing.jpg,118,4.5,-8.9006882,"116.2070408"
209,Taman Wisata Pantai Pidana,West Nusa Tenggara,East Lombok Regency,lombok,-,Amusement park,"Taman Wisata Pantai Pidana terletak di Lombok, Nusa Tenggara Barat, dengan pemandangan alam yang memukau, pasir putih, dan air laut yang jernih, menjadikannya tempat yang ideal untuk bersantai, dan menikmati keindahan pantai.",https://storage.googleapis.com/travelease-bucket/lombok/taman_wisata_pantai_pidana.jpg,134,4.1,-8.4725543,"116.6768827"
210,"Batu Bereng Beach, Tampah",Nusa Tenggara Bar.,Kabupaten Lombok Tengah,lombok,-,Pantai,Salah satu pantai tersembunyi yang masih jarang dikunjungi. Pantai ini terletak di bawah perbukitan. Pemandangan pantainya sangat menawan. Pantai ini didominasi oleh bebatuan raksasa yang menjadi spot favorit para fotografer. Tidak disarankan untuk berenang di pantai ini karena ombaknya cukup ganas. Belum ada fasilitas umum di sini dan akses jalannya pun masih cukup sulit diakses.,"https://storage.googleapis.com/travelease-bucket/lombok/batu_bereng_beach,_tampah.jpg",15,4.5,-8.907066,"116.217921"
211,Bidara Cottages,West Nusa Tenggara,East Lombok Regency,lombok,+62 819-9764-5318,Hotel,"Bidara Cottage menawarkan akomodasi dengan balkon dan pemandangan kolam renang, sekitar 80 meter dari Pantai Gili Lampu. Terdapat restoran di lokasi, ditambah tempat parkir pribadi gratis dan WiFi gratis. Selain menawarkan kamar-kamar keluarga, properti ini juga menyediakan kolam renang outdoor yang buka sepanjang tahun.",https://storage.googleapis.com/travelease-bucket/lombok/bidara_cottages.jpg,184,4.4,-8.4159094,"116.70903"
212,Pantai Ampenan,Nusa Tenggara Bar.,Kota Mataram,lombok,-,Pantai,"Pantai Ampenan, lokasinya berada di kawasan kota tua di Mataram, tidak jauh dari pusat kota, dulunya merupakan pelabuhan. Pantai berpasir masih ada, namun dibatasi oleh tembok, sehingga kita tidak bisa turun ke pasir. Kita bisa bersantai menikmati debur ombak sambil menyeruput kopi atau jajanan lain yang banyak dijual di sepanjang pantai. Selain itu terdapat beberapa spot yang cocok untuk berfoto.",https://storage.googleapis.com/travelease-bucket/lombok/pantai_ampenan.jpg,2416,4.2,-8.5693547,"116.0719274"
213,Telawas Beach,Nusa Tenggara Bar.,Kabupaten Lombok Tengah,lombok,-,Pantai,"Ini adalah salah satu hidden gem di Lombok, pemandangannya menakjubkan, cocok untuk petualang dan fotografer lanskap. Direkomendasikan datang saat air surut. Saat air pasang, tidak bisa memasuki pantai karena hampir seluruhnya dikelilingi oleh bukit-bukit berbatu.",https://storage.googleapis.com/travelease-bucket/lombok/telawas_beach.jpg,190,4.5,-8.8953967,"116.1620639"
214,Selong Belanak HILLS by WOBO,Nusa Tenggara Bar.,Kabupaten Lombok Tengah,lombok,-,Pantai,-,https://storage.googleapis.com/travelease-bucket/lombok/selong_belanak_hills_by_wobo.jpg,4,4.5,-8.8790847,"116.169763"
215,East Lombok Ecotours,West Nusa Tenggara,East Lombok Regency,lombok,+62 821-4682-3359,Tour operator,-,https://storage.googleapis.com/travelease-bucket/lombok/east_lombok_ecotours.jpg,1,5.0,-8.4157396,"116.7100397"
216,Pelican Beach Lombok,Nusa Tenggara Bar.,Kabupaten Lombok Barat,lombok,-,Pantai,"Pelican Beach, yang terletak di Desa Buwun Mas, Kecamatan Sekotong, Kabupaten Lombok Barat, adalah salah satu destinasi wisata pantai yang memukau dengan keindahan alam yang masih alami dan suasana yang tenang. Pantai ini menawarkan pemandangan yang spektakuler, pasir putih yang lembut, dan air laut yang jernih.",https://storage.googleapis.com/travelease-bucket/lombok/pelican_beach_lombok.jpg,20,4.3,-8.8610625,"116.0401875"
217,Tebuak Beach,Nusa Tenggara Bar.,Kabupaten Lombok Tengah,lombok,-,Pantai,"Pantai Tebuak, yang terletak di Pulau Lombok, Indonesia, merupakan permata tropis yang menakjubkan yang masih belum banyak diketahui wisatawan. Pantai ini menawarkan pemandangan yang menakjubkan dengan pasir putih yang lembut, air berwarna biru kehijauan, dan latar belakang perbukitan hijau yang menjulang tinggi.",https://storage.googleapis.com/travelease-bucket/lombok/tebuak_beach.jpg,21,4.3,-8.9036875,"116.2526094"
218,Big Tree Sambelia,West Nusa Tenggara,East Lombok Regency,lombok,-,Tourist attraction,"Big Tree Sambelia atau Pohon Purba Sambelia yang berada di Dusun Permatan, Desa Gunung Malang, Kecamatan Pringgabaya jadi wisata yang unik. Pohon Purba cukup tinggi, ketinggiannya kira-kira 40 sampai 50 meter dan punya berdiameter 5 meter. Namun untuk ketinggiannya, tak ada yang tahu pasti. Pohon Purba ini diperkirakan sudah berumur 350 tahun lebih dan jika berdiri dekat pohon ini, tubuhmu kelihatan kecil. Mungil sekali.",https://storage.googleapis.com/travelease-bucket/lombok/big_tree_sambelia.jpg,717,4.4,-8.4729705,"116.6748121"
219,Cris beach,Nusa Tenggara Bar.,Kabupaten Lombok Barat,lombok,-,Pantai,"Cris Beach yang terletak di Desa Buwun Mas, Kecamatan Sekotong, Kabupaten Lombok Barat, adalah salah satu destinasi wisata pantai yang menawarkan keindahan alam yang menakjubkan dan suasana yang tenang. Terkenal dengan pasir putihnya yang bersih dan air laut yang jernih, Cris Beach menjadi tempat favorit bagi wisatawan yang mencari ketenangan dan keindahan alam pantai yang masih alami.",https://storage.googleapis.com/travelease-bucket/lombok/cris_beach.jpg,17,4.9,-8.8718972,"116.0924254"
220,Pantai Pandewa,Nusa Tenggara Bar.,Kabupaten Lombok Utara,lombok,-,Pantai,Menyuguhkan panorama alam yang sangat eksotis dan aneka kulineran,https://storage.googleapis.com/travelease-bucket/lombok/pantai_pandewa.jpg,46,4.4,-8.3682609,"116.1007389"
221,East Lombok Dive Hotel,West Nusa Tenggara,East Lombok Regency,lombok,+62 877-7964-2092,Hotel,"Menawarkan pemandangan taman, East Lombok Dive Hotel - 3 kamar pribadi di pantai dengan pemandangan laut & pusat menyelam scuba di Labuhan Pandan menawarkan akomodasi, taman, bar, dan lounge bersama.",https://storage.googleapis.com/travelease-bucket/lombok/east_lombok_dive_hotel.jpg,102,4.2,-8.4591662,"116.6893215"
222,Pantai Bintaro,Nusa Tenggara Bar.,Kota Mataram,lombok,-,Pantai,"Pantai Bintaro menyajikan pemandangan pantai nan eksotis. Perahu-perahu nelayan menghiasi pantai ini, mereka berseliweran mengangkut penumpang.",https://storage.googleapis.com/travelease-bucket/lombok/pantai_bintaro.jpg,72,4.0,-8.5581809,"116.0711196"
223,SAKAYA LOMBOK MARINA,Nusa Tenggara Bar.,Kabupaten Lombok Utara,lombok,+62 887-8799-99798,Pantai,"Pantai yang menyajikan pemandangan yang indah, cocok untuk wisata keluarga.",https://storage.googleapis.com/travelease-bucket/lombok/sakaya_lombok_marina.jpg,1,4.0,-8.4328723,"116.0458946"
224,Mawun beach,Nusa Tenggara Bar.,Kabupaten Lombok Tengah,lombok,-,Pantai,"Pantai mawun bagus untuk bersantai bersama teman-teman dan keluarga, pantainya agak tinggi, pasirnya bersih, terdapat perahu boat kecil yang bisa disewa.",https://storage.googleapis.com/travelease-bucket/lombok/mawun_beach.jpg,266,4.5,-8.8997873,"116.2298428"
225,Pantai Mawi,Nusa Tenggara Bar.,Kabupaten Lombok Tengah,lombok,-,Pantai,"Pantai terpencil berlatar bukit berhutan, terkenal dengan ombak bergelombang dan selancar ombak.",https://storage.googleapis.com/travelease-bucket/lombok/pantai_mawi.jpg,357,4.4,-8.8833321,"116.1599634"
226,Pantai Tomang-Omang,Nusa Tenggara Bar.,Kabupaten Lombok Tengah,lombok,-,Pantai,"Pantai Tomang Omang dikenal karena air lautnya yang jernih dengan warna biru tosca yang memikat. Pasir putih yang lembut memeluk kaki pengunjung, sementara pohon kelapa yang menjulang tinggi memberikan teduh alami di sepanjang garis pantai.",https://storage.googleapis.com/travelease-bucket/lombok/pantai_tomang-omang.jpg,50,4.3,-8.8628322,"116.151456"
227,Panggang Beach,Nusa Tenggara Bar.,Kabupaten Lombok Barat,lombok,-,Pantai,"Panggang Beach yang terletak di Desa Buwun Mas, Kecamatan Sekotong, Kabupaten Lombok Barat, adalah destinasi wisata alam yang menawarkan keindahan pantai yang mempesona dengan suasana yang tenang dan alami. Pantai ini menjadi pilihan ideal bagi para wisatawan yang mencari ketenangan dan keindahan alam yang masih asli.",https://storage.googleapis.com/travelease-bucket/lombok/panggang_beach.jpg,40,4.4,-8.8907659,"116.0179636"
228,Pantai TRANSAT,Nusa Tenggara Bar.,Kabupaten Lombok Barat,lombok,-,Pantai,"Pantai Transat memiliki hamparan pasir putih yang bersih dan menyilaukan, menciptakan kontras yang indah dengan birunya laut. Pasir yang halus dan lembut memberikan kenyamanan bagi siapa saja yang berjalan di atasnya. Keindahan pasir putih ini memberikan kesan eksotis dan mengundang siapa pun untuk menikmati suasana pantai yang santai.",https://storage.googleapis.com/travelease-bucket/lombok/pantai_transat.jpg,32,4.6,-8.870209,"116.0997112"
229,Malibu Beach 2,Nusa Tenggara Bar.,-,lombok,-,Pantai,"Pantai dengan pemandangan yang indah, airnya jernih dan biru.",https://storage.googleapis.com/travelease-bucket/lombok/malibu_beach_2.jpg,52,4.6,-8.4411955,"116.0385258"
230,Pantai Lendang Luar,Nusa Tenggara Bar.,Kabupaten Lombok Utara,lombok,-,Pantai,"Pantai Lendang Luar memiliki pesisir pantai yang terdiri dari pasir putih, pecahan karang dan bebatuan. Pantai ini pun dapat dikatakan dangkal dan landai. Sehingga sangat cocok untuk berenang atau sekedar bermain air di pinggir pantainya.",https://storage.googleapis.com/travelease-bucket/lombok/pantai_lendang_luar.jpg,25,4.4,-8.4566656,"116.036335"
231,Klui Beach - Private Property of Budianto Family,Nusa Tenggara Bar.,Kabupaten Lombok Utara,lombok,+62 813-1509-1431,Pantai,Tempat yang bagus untuk menunggu dan melihat matahari terbenam.,https://storage.googleapis.com/travelease-bucket/lombok/klui_beach_-_private_property_of_budianto_family.jpg,179,4.4,-8.4658646,"116.0369244"
232,Welcome To Batam Monument,Kepulauan Riau,Kota Batam,batam,-,Objek Wisata,"Tanda ikonis di lereng bukit, yang populer sebagai tempat berfoto dan dikelilingi pasar makanan malam.",https://storage.googleapis.com/travelease-bucket/batam/welcome_to_batam_monument.jpg,6825,4.5,"1.1222745","104.0534482"
233,Batam Centre Park,Kepulauan Riau,Kota Batam,batam,-,Objek Wisata,"Batam Centre Park adalah taman publik yang berada di kawasan Batam Center, Kepulauan Riau, yang menyediakan ruang terbuka hijau untuk rekreasi keluarga, jogging, dan bersantai, serta berlokasi strategis dekat pusat kota.",https://storage.googleapis.com/travelease-bucket/batam/batam_centre_park.jpg,5700,4.5,"1.1285986","104.054619"
234,THE ILLUSION,Kepulauan Riau,Kota Batam,batam,+62 811-7018-018,Modern art museum,"Tempat ini cocok banget buat kamu yang suka dengan foto-foto kekinian, banyak disediakan jenis latar yang sangat menarik, dan juga beberapa spot foto seakaan membalikkan imaginasi kita, cocok untuk keluarga dan anak-anak",https://storage.googleapis.com/travelease-bucket/batam/the_illusion.jpg,517,4.4,"1.1618969","104.0393579"
235,Miniature House Indonesia,Kepulauan Riau,Kota Batam,batam,-,Objek Wisata,"Miniature House Indonesia menjadi salah satu destinasi wisata edukasi yang patut dikunjungi di Kota Batam, Kepulauan Riau. Terletak di Golden City Bengkong Laut, Bengkong, taman ini menawarkan pengalaman unik bagi pengunjung untuk menjelajahi miniatur rumah adat dari 26 provinsi di Indonesia, mulai dari Sabang hingga Merauke.",https://storage.googleapis.com/travelease-bucket/batam/miniature_house_indonesia.jpg,1391,4.3,"1.1620625","104.0410735"
236,Panbil Nature Reserve,Kepulauan Riau,Kota Batam,batam,+62 813-7112-2624,Cagar Alam,Panbil Nature Reserve is a natural tourism park that occupies an area of 260 hectares and is next to the premium residential area of Villa Panbil,https://storage.googleapis.com/travelease-bucket/batam/panbil_nature_reserve.jpg,344,4.5,"1.0901616","104.0305129"
237,Tebing Langit Bukit Dangas Sekupang,Kepulauan Riau,Kota Batam,batam,-,Objek Wisata,"Tebing Langit di Bukit Dangas ini menarik perhatian wisatawan sebab menyajikan lanskap perbukitan serta alam Batam dari sudut pandang yang indah dan berbeda. Tidak hanya itu, spot foto yang unik, semacam Pintu Langit, jadi daya tarik tersendiri bagi wisatawan di tambah dengan menaiki bukit nya sendiri, wisatawan dapat melihat Kota Batam secara besar.",https://storage.googleapis.com/travelease-bucket/batam/tebing_langit_bukit_dangas_sekupang.jpg,1061,4.1,"1.1183937","103.9520069"
238,Belalang Adventure,Kepulauan Riau,Kota Batam,batam,+62 812-7022-8879,Recreation center,"Belalang Adventure adalah mitra petualangan luar ruangan Anda yang siap membawa Anda pada pengalaman tak terlupakan di alam terbuka. Dari tempat berkemah hingga permainan paintball, kami menyediakan berbagai aktivitas luar ruangan yang menantang dan menghibur untuk keluarga dan tim Anda.",https://storage.googleapis.com/travelease-bucket/batam/belalang_adventure.jpg,760,4.5,"1.1608644","104.042305"
239,Bukit Clara (Clara Hill),Kepulauan Riau,Kota Batam,batam,-,Objek Wisata,Salah satu bukit yang dibilang Bukit Hollywood-nya Indonesia,https://storage.googleapis.com/travelease-bucket/batam/bukit_clara_(clara_hill).jpg,82,4.4,"1.1222044","104.0541379"
240,Dataran Engku Putri,Kepulauan Riau,Kota Batam,batam,-,Taman,Tempat ini merupakan taman yang luas untuk jogging dan pasar malam. Mereka memiliki museum di dalam kompleks.,https://storage.googleapis.com/travelease-bucket/batam/dataran_engku_putri.jpg,448,4.6,"1.129271","104.0538747"
242,Batam Forest Top,Kepulauan Riau,Kota Batam,batam,-,Tujuan Wisata,"Forest Top Batam adalah satu satu destinasi yang menantang adrenalin dan membangkitkan semangat karena disini terdapat atraksi wisata yang penuh dengan aktivitas menyenangkan. Wisatawan dapat melakukan aktivitas outbond yang seru dan beragam. Setidaknya ada 15 permainan bagi kamu yang suka bergelantungan. Dari Tarzan Swing, Post Man, Tandem Rope hingga Flying Fox, Zig Zag Balance. Wisatawan juga dapat mempelajari ecotourism di Kampung Tani, belajar mengolah limbah sampah di Kampung Daur Ulang juga melihat satwa di Kampung Satwa.",https://storage.googleapis.com/travelease-bucket/batam/batam_forest_top.jpg,111,4.3,"1.1188298","103.9541337"
243,Hutan Wisata Mata Kucing dan Bonbin Mini,Kepulauan Riau,Kota Batam,batam,-,Tujuan Wisata,"Kebun binatang simpel dengan monyet, reptil, burung, dan hewan lainnya, plus area berenang minimalis.",https://storage.googleapis.com/travelease-bucket/batam/hutan_wisata_mata_kucing_dan_bonbin_mini.jpg,764,3.9,"1.0848005","103.9711782"
244,Batam Wake Park,Kepulauan Riau,Kota Batam,batam,+62 812-6899-7171,Tujuan Wisata,"Terletak di daerah Bengkong Laut, kita bisa mencoba bermain ski air dengan ditarik oleh cable.",https://storage.googleapis.com/travelease-bucket/batam/batam_wake_park.jpg,342,4.4,"1.1621534","104.0452006"
245,PANBIL NATURE RESERVE ECO EDU PARK,Kepulauan Riau,Kota Batam,batam,+62 813-7112-2624,Tujuan Wisata,-,https://storage.googleapis.com/travelease-bucket/batam/panbil_nature_reserve_eco_edu_park.jpg,367,4.3,"1.0908308","104.0285842"
246,Waterpark Top 100 Batu Aji,Kepulauan Riau,Kota Batam,batam,+62 887-1202-188,Tujuan Wisata,-,https://storage.googleapis.com/travelease-bucket/batam/waterpark_top_100_batu_aji.jpg,2280,4.3,"1.039516","104.0043689"
247,Batam Island,Kepulauan Riau,Kota Batam,batam,-,Tujuan Wisata,-,https://storage.googleapis.com/travelease-bucket/batam/batam_island.jpg,9,4.2,"1.0828276","104.0304535"
248,Pantai Cipta Land,Kepulauan Riau,Kota Batam,batam,-,Tujuan Wisata,-,https://storage.googleapis.com/travelease-bucket/batam/pantai_cipta_land.jpg,853,4.2,"1.1371593","103.9780922"
249,Masjid Jabal Arafah,Kepulauan Riau,Kota Batam,batam,+62 778 428320,Tujuan Wisata,"Masjid kontemporer di Pusat Bisnis Lubuk Baja yang dilengkapi kafe, perpustakaan, taman, & lainnya.",https://storage.googleapis.com/travelease-bucket/batam/masjid_jabal_arafah.jpg,6133,4.8,"1.1449494","104.0134685"
250,Dangas Beach,Kepulauan Riau,Kota Batam,batam,-,Tujuan Wisata,-,https://storage.googleapis.com/travelease-bucket/batam/dangas_beach.jpg,5,3.4,"1.1401885","103.9497084"
251,Lembah Pelangi Batam,Kepulauan Riau,Kota Batam,batam,+62 813-8888-9066,Tujuan Wisata,-,https://storage.googleapis.com/travelease-bucket/batam/lembah_pelangi_batam.jpg,84,4.2,"1.1188731","103.9541966"
252,Taman Rusa Sekupang (Jogging Track),Riau Islands,Batam City,batam,-,Tourist attraction,-,https://storage.googleapis.com/travelease-bucket/batam/taman_rusa_sekupang_(jogging_track).jpg,1995,4.5,"1.1238267","103.935072"
253,Sekupang Ponds Park,Riau Islands,Batam City,batam,-,City park,-,https://storage.googleapis.com/travelease-bucket/batam/sekupang_ponds_park.jpg,766,4.4,"1.1255897","103.9295784"
254,Kebun Raya Batam,Kepulauan Riau,Kota Batam,batam,-,Tujuan Wisata,-,https://storage.googleapis.com/travelease-bucket/batam/kebun_raya_batam.jpg,1101,4.2,"0.8317529","104.204716"
255,Ex Camp Vietnam,Kepulauan Riau,Kota Batam,batam,-,Tujuan Wisata,-,https://storage.googleapis.com/travelease-bucket/batam/ex_camp_vietnam.jpg,747,4.4,"0.7523504","104.2036392"
256,Ocarina Batam,Kepulauan Riau,Kota Batam,batam,-,Tujuan Wisata,-,https://storage.googleapis.com/travelease-bucket/batam/ocarina_batam.jpg,86,4.4,"1.1509581","104.0506497"
257,Kebun Raya Batam,Kepulauan Riau,Kota Batam,batam,-,Tujuan Wisata,-,https://storage.googleapis.com/travelease-bucket/batam/kebun_raya_batam.jpg,1235,3.9,"1.1704688","104.0813506"
258,Mega Mall Batam Centre,Kepulauan Riau,Kota Batam,batam,+62 778 470100,Tujuan Wisata,"Mal luas dan populer dengan berbagai retailer, plus restoran, supermarket & bioskop.",https://storage.googleapis.com/travelease-bucket/batam/mega_mall_batam_centre.jpg,20183,4.5,"1.1293427","104.0558822"
259,Starbucks Batam Centre,Riau Islands,Batam City,batam,+62 778 4163670,Coffee shop,"Seattle-based coffeehouse chain known for its signature roasts, light bites and WiFi availability.",https://storage.googleapis.com/travelease-bucket/batam/starbucks_batam_centre.jpg,730,4.6,"1.1209966","104.0490876"
260,HARRIS Hotel Batam Centre,Riau Islands,Batam City,batam,+62 778 7498888,Hotel,"Down-to-earth rooms in a casual hotel with a cafe, a laid-back restaurant & an outdoor pool.",https://storage.googleapis.com/travelease-bucket/batam/harris_hotel_batam_centre.jpg,4028,4.5,"1.1305849","104.0541575"
261,Starbucks Mega Mall,Riau Islands,Batam City,batam,+62 778 470273,Coffee shop,"Seattle-based coffeehouse chain known for its signature roasts, light bites and WiFi availability.",https://storage.googleapis.com/travelease-bucket/batam/starbucks_mega_mall.jpg,944,4.5,"1.1292237","104.0552745"
262,Imperial Kitchen & Dimsum Fanindo Sanctuary Batam,Riau Islands,Batam City,batam,+62 811-9770-3078,Chinese restaurant,-,https://storage.googleapis.com/travelease-bucket/batam/imperial_kitchen_&_dimsum_fanindo_sanctuary_batam.jpg,151,4.4,"1.1212078","104.0503305"
263,Lotte Grosir Batam,Riau Islands,Batam City,batam,+62 778 4803800,Hypermarket,-,https://storage.googleapis.com/travelease-bucket/batam/lotte_grosir_batam.jpg,1121,4.2,"1.1313524","104.0489898"
264,Sekupang,Riau Islands,Batam City,batam,-,Pantai,-,https://storage.googleapis.com/travelease-bucket/batam/sekupang.jpg,0,0.0,"1.1126548","103.977878"
265,Kepri Coral Resort,Kepulauan Riau,Kota Batam,batam,+62 812-7769-8840,Tujuan Wisata,-,https://storage.googleapis.com/travelease-bucket/batam/kepri_coral_resort.jpg,148,4.5,"0.4951692","104.2870123"
266,Dedap Beach,Kepulauan Riau,Kota Batam,batam,-,Tujuan Wisata,-,https://storage.googleapis.com/travelease-bucket/batam/dedap_beach.jpg,10,4.5,"0.5015186","104.2613777"
267,ARTOTEL Batam,Riau Islands,Batam City,batam,+62 778 4889888,Hotel,"Chic rooms, some with city views, in a relaxed hotel offering a cafe, a lobby bar & an art display.",https://storage.googleapis.com/travelease-bucket/batam/artotel_batam.jpg,1237,4.8,"1.1361637","104.0083936"
268,Starbucks Grand Batam,Riau Islands,Batam City,batam,+62 778 4888995,Coffee shop,"Seattle-based coffeehouse chain known for its signature roasts, light bites and WiFi availability.",https://storage.googleapis.com/travelease-bucket/batam/starbucks_grand_batam.jpg,557,4.6,"1.1352863","104.007676"
269,Sushi Tei,Riau Islands,Batam City,batam,+62 778 7436833,Japanese restaurant,-,https://storage.googleapis.com/travelease-bucket/batam/sushi_tei.jpg,2312,4.5,"1.1342041","104.0079747"
270,Ixobox Grand Batam Mall,Riau Islands,Batam City,batam,-,Barber shop,-,https://storage.googleapis.com/travelease-bucket/batam/ixobox_grand_batam_mall.jpg,203,4.8,"1.1356735","104.0074426"
271,Colorbox Grand Batam,Riau Islands,Batam City,batam,-,Clothing store,-,https://storage.googleapis.com/travelease-bucket/batam/colorbox_grand_batam.jpg,5,3.0,"1.1357949","104.0072686"
272,Ace Hardware Sei Panas,Riau Islands,Batam City,batam,+62 778 430072,Home improvement store,"Hardware store stocking household tools, garden supplies, home decor & more.",https://storage.googleapis.com/travelease-bucket/batam/ace_hardware_sei_panas.jpg,777,4.3,"1.1343755","104.029239"
273,Swiss-Belhotel Harbour Bay,Riau Islands,Batam City,batam,+62 778 7415888,Hotel,"Relaxed hotel offering a bakery, an outdoor pool & 2 restaurants, plus a cocktail lounge & a gym.",https://storage.googleapis.com/travelease-bucket/batam/swiss-belhotel_harbour_bay.jpg,4080,4.5,"1.1535778","104.0002622"
274,Batam Marriott Hotel Harbour Bay,Riau Islands,Batam City,batam,+62 778 5707999,Hotel,"Sleek hotel featuring a rooftop cocktail lounge, a cafe/bar & 2 restaurants, plus an outdoor pool.",https://storage.googleapis.com/travelease-bucket/batam/batam_marriott_hotel_harbour_bay.jpg,1224,4.8,"1.154325","103.9969279"
275,Batu Besar,Riau Islands,Batam City,batam,-,Pantai,-,https://storage.googleapis.com/travelease-bucket/batam/batu_besar.jpg,0,0.0,"1.1336033","104.1175578"
276,"Seaforest Adventure, Nuvasa Bay, Batam",Riau Islands,Batam City,batam,+62 811-700-833,Recreation center,-,"https://storage.googleapis.com/travelease-bucket/batam/seaforest_adventure,_nuvasa_bay,_batam.jpg",438,4.2,"1.1905684","104.0834631"
277,Nongsa,Riau Islands,Batam City,batam,-,Pantai,-,https://storage.googleapis.com/travelease-bucket/batam/nongsa.jpg,0,0.0,"1.1499311","104.1320533"
